provider,health_system_name,hospital_ownership,code,code_type,charge_description,code_class,plan_raw,mapped_payer,mapped_payer_class,rate,medicare_provider_id,npi,long,lat,street_address,city,state,zip_code,county,medicare_cbsa,acute_care_facility,hospital_overall_rating,hospital_type,total_beds,location,tq_compliance_score,cms_quality_rating,effectiveness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,mortality_national_comparison,patient_experience_national_comparison,readmission_national_comparison,safety_of_care_national_comparison,timeliness_of_care_national_comparison
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,INTERNATIONAL INTL CIGNA GENERIC [50093],Cigna,Commercial,1113.60,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,INTERNATIONAL INTL UHC [50038],United Healthcare,Commercial,1520.76,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,List Price,Unsorted,List Price,1740.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MEDICAID MCP MEDICAID MCP GENERIC [22015],Unsorted,Medicaid,1239.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MEDICAID OH [ BUREAU FOR CHILDREN WITH [23045],Unsorted,Medicaid,400.20,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MEDICAID OOS MICHIGAN MEDICAID [23020],Unsorted,Medicaid,1239.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MEDICARE [130 MEDICARE A [13000],Unsorted,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MILITARY [730 CHAMPVA CENTER [73000],CHAMPVA,Veterans Affairs,213.82,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO [32000] MMO NAS [32076],Unsorted,Commercial,1131.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO [32000] MMO TRADITIONAL [32037],Unsorted,Commercial,1479.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO [32000] MMO TRADITIONAL CARE NETWORK [320,Unsorted,Commercial,1479.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO [32000] ZZZMMO HMO HEALTH OHIO [32007],Unsorted,Commercial,1479.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO MEDICARE MMO MEDADVANTAGE HMO [12157],Unsorted,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO MEDICARE MMO MEDADVANTAGE PPO [12156],Unsorted,Medicare,220.17,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MOLINA MEDICA MOLINA HEALTHCARE MEDICAID OH [22,Molina,Medicaid,1310.22,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MULTIPLAN [52 MULTIPLAN NETWORK GENERIC [52347],Multiplan,Commercial,1566.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,OSCAR [52140] OSCAR HIX [52449],Oscar,Commercial,1426.80,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,PARAMOUNT [12 PARAMOUNT MEDICARE ELITE [12005],Paramount Health Care,Medicare,220.17,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,PARAMOUNT MED PARAMOUNT ADVANTAGE MEDICAID [220,Paramount Health Care,Medicaid,1183.20,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,PRIMETIME [12 PRIMETIME HMO POS [12025],Unsorted,Commercial,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,PROVIDER PART PPHP HMO SNP [12191],Unsorted,Commercial,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,SUMMACARE [52 SC PRIME [52170],Unsorted,Commercial,1270.20,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,SUMMACARE MED SC MEDICARE [12019],Unsorted,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UHC MEDICAID UHC COMMUNITY PLAN MEDICAID [2200,United Healthcare,Medicaid,1363.73,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UHC MEDICARE MYCARE UHC MEDICARE [12125],United Healthcare,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UHC MEDICARE UHC PREFERRED CARE PARTNERS WELLM,United Healthcare,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UMR [52168] UMR PEIA [52501],UMR,Commercial,1479.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UNITED HEALTH VA CCN OPTUM [59176],United Healthcare,Commercial,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UNIVERA HEALT UNIVERA SENIORCHOICE [12006],Unsorted,Commercial,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UPMC [52154] UPMC PPO [52468],UPMC Health Plan,Commercial,1044.00,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UPMC MEDICARE UPMC FOR LIFE HMO [12183],UPMC Health Plan,Medicare,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Childrens,The Cleveland Clinic Health System,Voluntary non-profit - Private,"72148",CPT,Mri Lum Spine Wo Contr,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,VALOR HEALTH VALOR HEALTH PLAN HMO SNP [12192],Unsorted,Commercial,213.75,"363304","1033161948",-81.609252,41.482776,"2801 Martin Luther King Jr Drive",Cleveland,OH,"44104",Cuyahoga,"Cleveland-Elyria, OH",false,,Childrens,52,POINT (-81.609252 41.482776),5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,AETNA [58000] AETNA CSP [58096],Aetna,Commercial,2234.00,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,AETNA [58000] AETNA OPEN ACCESS AETNA SELECT [58106],Aetna,Commercial,1563.80,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AETNA [58000] AETNA WHOLE HEALTH [58107],Aetna,Commercial,2514.00,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AETNA [58000] AETNA WHOLE HEALTH [58107],Aetna,Commercial,2691.94,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,AETNA MEDICAR AETNA MEDICARE ADVANTRA HMO [12211],Aetna,Medicare,156.06,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AETNA MEDICAR AETNA MEDICARE PPO [12046],Aetna,Medicare,1306.88,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AETNA MEDICAR AETNA MEDICARE TRANSPLANT [12169],Aetna,Medicare,1437.57,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,ANTHEM [42000 ANTHEM BLUE HIGH PERFORMANCE NETW,Blue Cross,Commercial,3234.00,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,ANTHEM [42000 BLUE CARD HIX OOS [42144],Blue Cross,Commercial,389.87,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,ANTHEM [42000 BLUE PREFERRED EPO [42023],Blue Cross,Commercial,3234.00,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,ANTHEM [42000 BLUE TRADITIONAL INDEMNITY [42026,Blue Cross,Commercial,3122.10,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,ANTHEM BLUE C ANTHEM MEDIBLUE HMO [12073],Blue Cross,Commercial,1306.88,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,ANTHEM BLUE C ZZZANTHEM CORE CARE SELECT [12194],Blue Cross,Commercial,153.36,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,AULTCARE [520 AULTCARE HIX [52359],AultCare,Commercial,1519.12,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Bx Breast 1st Lesion Us Imag,Excision Procedures on the Breast,AULTCARE [520 AULTCARE HIX [52359],AultCare,Commercial,2358.92,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
Cleveland Clinic Hospital,The Cleveland Clinic Health System,Voluntary non-profit - Private,"19083",CPT,Breast Biopsy W/ultrasound Guidance,Excision Procedures on the Breast,AULTCARE [520 AULTCARE PPO [52495],AultCare,Commercial,1519.12,"360180","1679525919",-81.621528,41.503438,"9500 Euclid Avenue",Cleveland,OH,"44195",Cuyahoga,"Cleveland-Elyria, OH",true,5,Acute Care Hospitals,1268,POINT (-81.621528 41.503438),5,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average
